feature	chromosome	start	end	SLX-17922.D704tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17921.D705tp_D508tp.H5J55BBXY.s_8.r_1
10:113000001-113500000	10	113000001	113500000	0.931	1.04
10:113500001-114000000	10	113500001	114000000	0.983	0.972
10:114000001-114500000	10	114000001	114500000	0.972	0.919
10:114500001-115000000	10	114500001	115000000	0.862	0.997
10:115500001-116000000	10	115500001	116000000	0.964	0.968
10:116000001-116500000	10	116000001	116500000	1.012	0.988
10:116500001-117000000	10	116500001	117000000	1	1
10:117000001-117500000	10	117000001	117500000	0.884	0.965
10:117500001-118000000	10	117500001	118000000	0.938	0.982
10:118000001-118500000	10	118000001	118500000	0.914	0.947
10:118500001-119000000	10	118500001	119000000	1.019	1.027
10:119000001-119500000	10	119000001	119500000	0.868	0.993
10:119500001-120000000	10	119500001	120000000	0.937	0.932
10:120000001-120500000	10	120000001	120500000	0.981	1.026
10:120500001-121000000	10	120500001	121000000	0.921	1.012
10:121000001-121500000	10	121000001	121500000	0.947	1.034
10:121500001-122000000	10	121500001	122000000	0.896	0.987
10:122000001-122500000	10	122000001	122500000	0.946	0.969
10:122500001-123000000	10	122500001	123000000	0.948	0.882
10:123500001-124000000	10	123500001	124000000	0.92	0.948
10:124000001-124500000	10	124000001	124500000	0.913	1.029
10:124500001-125000000	10	124500001	125000000	0.869	1.004
10:125000001-125500000	10	125000001	125500000	1.002	0.966
10:126000001-126500000	10	126000001	126500000	0.9	1.003
10:126500001-127000000	10	126500001	127000000	1.026	1.002
10:127000001-127500000	10	127000001	127500000	0.943	0.991
10:127500001-128000000	10	127500001	128000000	0.928	1.016
10:128000001-128500000	10	128000001	128500000	0.996	0.94
10:128500001-129000000	10	128500001	129000000	0.912	0.957
10:129000001-129500000	10	129000001	129500000	1.019	1.011
10:130000001-130500000	10	130000001	130500000	0.911	1.042
10:130500001-131000000	10	130500001	131000000	0.931	0.985
10:131000001-131500000	10	131000001	131500000	0.919	1.009
10:131500001-132000000	10	131500001	132000000	1.062	1.053
10:132000001-132500000	10	132000001	132500000	0.918	0.999
10:132500001-133000000	10	132500001	133000000	0.859	1.027
10:133000001-133500000	10	133000001	133500000	0.964	1.041
11:500001-1000000	11	500001	1000000	0.99	1.009
11:1000001-1500000	11	1000001	1500000	0.981	1.062
11:1500001-2000000	11	1500001	2000000	0.912	0.975
11:2000001-2500000	11	2000001	2500000	0.971	0.946
11:2500001-3000000	11	2500001	3000000	0.937	0.934
11:4500001-5000000	11	4500001	5000000	0.931	0.996
11:5000001-5500000	11	5000001	5500000	0.945	0.93
11:5500001-6000000	11	5500001	6000000	0.937	0.931
11:6000001-6500000	11	6000001	6500000	0.962	0.992
11:6500001-7000000	11	6500001	7000000	0.956	0.953
11:7000001-7500000	11	7000001	7500000	0.964	1.023
11:7500001-8000000	11	7500001	8000000	0.981	1.053
11:8500001-9000000	11	8500001	9000000	1.012	0.971
11:9000001-9500000	11	9000001	9500000	0.867	0.977
11:9500001-10000000	11	9500001	10000000	1.001	1.015
11:10000001-10500000	11	10000001	10500000	1.022	1.084
11:11000001-11500000	11	11000001	11500000	0.942	1.019
11:11500001-12000000	11	11500001	12000000	0.948	0.997
11:12000001-12500000	11	12000001	12500000	0.964	0.969
11:12500001-13000000	11	12500001	13000000	0.924	0.97
11:13000001-13500000	11	13000001	13500000	0.963	1.022
11:13500001-14000000	11	13500001	14000000	1.093	1.108
11:14000001-14500000	11	14000001	14500000	0.957	0.993
11:14500001-15000000	11	14500001	15000000	1.033	1.119
11:15000001-15500000	11	15000001	15500000	0.86	1.016
11:15500001-16000000	11	15500001	16000000	0.939	1.051
11:16000001-16500000	11	16000001	16500000	1.009	0.997
11:16500001-17000000	11	16500001	17000000	0.973	1.034
11:17000001-17500000	11	17000001	17500000	0.965	1.013
11:17500001-18000000	11	17500001	18000000	0.95	1.056
11:18000001-18500000	11	18000001	18500000	1.073	0.94
11:18500001-19000000	11	18500001	19000000	1.071	0.997
11:19000001-19500000	11	19000001	19500000	0.901	1.042
11:19500001-20000000	11	19500001	20000000	1.065	0.995
11:20000001-20500000	11	20000001	20500000	0.931	1.013
11:20500001-21000000	11	20500001	21000000	0.919	0.992
11:21000001-21500000	11	21000001	21500000	0.869	1.025
11:21500001-22000000	11	21500001	22000000	0.874	1.005
11:22000001-22500000	11	22000001	22500000	0.894	0.956
11:22500001-23000000	11	22500001	23000000	0.855	0.998
11:23000001-23500000	11	23000001	23500000	0.87	0.989
11:23500001-24000000	11	23500001	24000000	0.794	1.022
11:24000001-24500000	11	24000001	24500000	0.856	1.025
11:25000001-25500000	11	25000001	25500000	0.872	0.954
11:25500001-26000000	11	25500001	26000000	0.909	0.979
11:26000001-26500000	11	26000001	26500000	1.017	0.973
11:26500001-27000000	11	26500001	27000000	0.986	1.031
11:27000001-27500000	11	27000001	27500000	0.964	1.026
11:28000001-28500000	11	28000001	28500000	1.041	1.026
11:28500001-29000000	11	28500001	29000000	0.91	0.98
11:29000001-29500000	11	29000001	29500000	1.026	1.023
11:29500001-30000000	11	29500001	30000000	1.035	0.949
11:30000001-30500000	11	30000001	30500000	1.084	1.098
11:30500001-31000000	11	30500001	31000000	1.009	0.979
11:31000001-31500000	11	31000001	31500000	1.057	1.117
11:31500001-32000000	11	31500001	32000000	1.034	1.104
11:32000001-32500000	11	32000001	32500000	1.015	0.999
11:32500001-33000000	11	32500001	33000000	1.002	1.009
11:33000001-33500000	11	33000001	33500000	0.999	0.964
11:33500001-34000000	11	33500001	34000000	0.985	0.962
11:34000001-34500000	11	34000001	34500000	1.044	0.937
11:34500001-35000000	11	34500001	35000000	1.015	1.039
11:35500001-36000000	11	35500001	36000000	1.05	1.054
11:36000001-36500000	11	36000001	36500000	0.997	0.984
11:36500001-37000000	11	36500001	37000000	1.106	1.022
11:37000001-37500000	11	37000001	37500000	1.014	1.029
11:37500001-38000000	11	37500001	38000000	1.001	0.97
11:38000001-38500000	11	38000001	38500000	0.963	0.967
11:38500001-39000000	11	38500001	39000000	1.06	1.048
11:39000001-39500000	11	39000001	39500000	0.974	0.992
11:39500001-40000000	11	39500001	40000000	0.95	0.989
11:40000001-40500000	11	40000001	40500000	1.014	0.945
11:40500001-41000000	11	40500001	41000000	0.948	0.876
11:41000001-41500000	11	41000001	41500000	0.963	0.951
11:41500001-42000000	11	41500001	42000000	1.038	0.998
11:42000001-42500000	11	42000001	42500000	1.052	0.944
11:42500001-43000000	11	42500001	43000000	0.993	1.012
11:43000001-43500000	11	43000001	43500000	0.989	1.022
11:43500001-44000000	11	43500001	44000000	1.042	0.943
11:44000001-44500000	11	44000001	44500000	1.031	1.015
11:44500001-45000000	11	44500001	45000000	0.967	0.981
11:45000001-45500000	11	45000001	45500000	1.005	1.022
11:45500001-46000000	11	45500001	46000000	0.995	1.057
11:46000001-46500000	11	46000001	46500000	0.952	0.937
11:46500001-47000000	11	46500001	47000000	1.047	0.989
11:47500001-48000000	11	47500001	48000000	0.92	0.906
11:55500001-56000000	11	55500001	56000000	0.789	0.793
11:56000001-56500000	11	56000001	56500000	0.968	0.926
11:56500001-57000000	11	56500001	57000000	1.043	1.073
11:57000001-57500000	11	57000001	57500000	1.059	1.025
11:57500001-58000000	11	57500001	58000000	0.966	1.039
11:58000001-58500000	11	58000001	58500000	0.935	1.012
11:58500001-59000000	11	58500001	59000000	1.07	0.925
11:59000001-59500000	11	59000001	59500000	1.009	1.039
11:59500001-60000000	11	59500001	60000000	0.968	1.024
11:60000001-60500000	11	60000001	60500000	1.084	0.991
11:60500001-61000000	11	60500001	61000000	0.989	1.029
11:61000001-61500000	11	61000001	61500000	1.032	1.05
11:61500001-62000000	11	61500001	62000000	1.029	1.003
11:62000001-62500000	11	62000001	62500000	1.067	0.988
11:62500001-63000000	11	62500001	63000000	0.98	1.047
11:63500001-64000000	11	63500001	64000000	0.954	1.023
11:64500001-65000000	11	64500001	65000000	1.016	0.931
11:65500001-66000000	11	65500001	66000000	0.985	0.897
11:66000001-66500000	11	66000001	66500000	1.058	0.929
11:66500001-67000000	11	66500001	67000000	1.151	1.042
11:67000001-67500000	11	67000001	67500000	1.111	0.961
11:68000001-68500000	11	68000001	68500000	1.017	0.948
11:68500001-69000000	11	68500001	69000000	1.195	1.019
11:69000001-69500000	11	69000001	69500000	1.024	0.998
11:69500001-70000000	11	69500001	70000000	1.136	1.041
11:70000001-70500000	11	70000001	70500000	1.047	1.047
11:70500001-71000000	11	70500001	71000000	1.128	1
11:71000001-71500000	11	71000001	71500000	1.125	1.037
11:72000001-72500000	11	72000001	72500000	1.029	0.966
11:72500001-73000000	11	72500001	73000000	1.114	1.023
11:73000001-73500000	11	73000001	73500000	1.059	0.912
11:74000001-74500000	11	74000001	74500000	1.107	1.032
11:74500001-75000000	11	74500001	75000000	1.073	0.974
11:75000001-75500000	11	75000001	75500000	1.062	1.04
11:75500001-76000000	11	75500001	76000000	1.051	1.014
11:76000001-76500000	11	76000001	76500000	1.066	1.007
11:76500001-77000000	11	76500001	77000000	1.01	0.927
11:77000001-77500000	11	77000001	77500000	1.025	1.023
11:77500001-78000000	11	77500001	78000000	1.066	1.005
11:78000001-78500000	11	78000001	78500000	1.139	0.911
11:78500001-79000000	11	78500001	79000000	1.107	0.989
11:79000001-79500000	11	79000001	79500000	1.07	1.031
11:79500001-80000000	11	79500001	80000000	1.038	1.004
11:80000001-80500000	11	80000001	80500000	1.095	0.948
11:80500001-81000000	11	80500001	81000000	1.065	1.005
11:81000001-81500000	11	81000001	81500000	1.044	1.066
11:82000001-82500000	11	82000001	82500000	1.087	1.092
11:82500001-83000000	11	82500001	83000000	1.067	0.96
11:83000001-83500000	11	83000001	83500000	1.056	1.015
11:83500001-84000000	11	83500001	84000000	1.069	1.075
11:84000001-84500000	11	84000001	84500000	1.09	1.024
11:84500001-85000000	11	84500001	85000000	1.113	1.023
11:85000001-85500000	11	85000001	85500000	1.07	1.071
11:85500001-86000000	11	85500001	86000000	1.072	1.006
11:86000001-86500000	11	86000001	86500000	1.04	0.932
11:86500001-87000000	11	86500001	87000000	1.149	1.075
11:87000001-87500000	11	87000001	87500000	1.122	1.002
11:88000001-88500000	11	88000001	88500000	0.976	1.001
11:88500001-89000000	11	88500001	89000000	1.047	0.974
11:90500001-91000000	11	90500001	91000000	1.086	0.993
11:91000001-91500000	11	91000001	91500000	1.158	0.943
11:91500001-92000000	11	91500001	92000000	1.173	0.956
11:92000001-92500000	11	92000001	92500000	1.126	1.011
11:92500001-93000000	11	92500001	93000000	1.168	0.998
11:93000001-93500000	11	93000001	93500000	1.323	1.082
11:93500001-94000000	11	93500001	94000000	1.227	0.947
11:94000001-94500000	11	94000001	94500000	1.469	1.112
11:94500001-95000000	11	94500001	95000000	1.131	0.934
11:95000001-95500000	11	95000001	95500000	1.141	0.974
11:95500001-96000000	11	95500001	96000000	1.294	1.023
11:96000001-96500000	11	96000001	96500000	1.203	0.982
11:96500001-97000000	11	96500001	97000000	1.305	1.007
11:97000001-97500000	11	97000001	97500000	1.189	1.006
11:97500001-98000000	11	97500001	98000000	1.146	0.953
11:98000001-98500000	11	98000001	98500000	1.067	0.964
11:98500001-99000000	11	98500001	99000000	1.057	0.933
11:99000001-99500000	11	99000001	99500000	0.98	0.983
11:99500001-100000000	11	99500001	100000000	1.031	0.957
11:100000001-100500000	11	100000001	100500000	1.014	0.981
11:100500001-101000000	11	100500001	101000000	1.138	1.036
11:101000001-101500000	11	101000001	101500000	1.052	0.999
11:101500001-102000000	11	101500001	102000000	0.942	1.025
11:102000001-102500000	11	102000001	102500000	1.129	0.997
11:102500001-103000000	11	102500001	103000000	1.071	1.039
11:103500001-104000000	11	103500001	104000000	0.949	0.974
11:104000001-104500000	11	104000001	104500000	0.969	0.989
11:104500001-105000000	11	104500001	105000000	0.958	1.024
11:105000001-105500000	11	105000001	105500000	0.987	1.024
11:105500001-106000000	11	105500001	106000000	0.953	1.044
11:106000001-106500000	11	106000001	106500000	1.019	0.938
11:106500001-107000000	11	106500001	107000000	0.933	0.969
11:107000001-107500000	11	107000001	107500000	1.074	1.006
11:107500001-108000000	11	107500001	108000000	1.108	1.015
11:108000001-108500000	11	108000001	108500000	1.025	0.949
11:108500001-109000000	11	108500001	109000000	1.032	1.022
11:109000001-109500000	11	109000001	109500000	1.081	1.04
11:109500001-110000000	11	109500001	110000000	0.999	0.995
11:110000001-110500000	11	110000001	110500000	1.038	0.985
11:111000001-111500000	11	111000001	111500000	1.116	1.055
11:111500001-112000000	11	111500001	112000000	1.006	0.981
11:112000001-112500000	11	112000001	112500000	0.995	0.989
11:112500001-113000000	11	112500001	113000000	1.07	1.03
11:113000001-113500000	11	113000001	113500000	1.021	1.027
11:113500001-114000000	11	113500001	114000000	1.021	1.018
11:114500001-115000000	11	114500001	115000000	1.081	1.06
11:115000001-115500000	11	115000001	115500000	1.072	1.006
11:115500001-116000000	11	115500001	116000000	1.18	0.973
11:116000001-116500000	11	116000001	116500000	1.097	1.065
11:116500001-117000000	11	116500001	117000000	1.073	0.984
11:117000001-117500000	11	117000001	117500000	1.027	1.012
11:117500001-118000000	11	117500001	118000000	1.02	0.963
11:118000001-118500000	11	118000001	118500000	1.103	0.967
11:118500001-119000000	11	118500001	119000000	1.371	1.081
11:119000001-119500000	11	119000001	119500000	1.331	0.886
11:119500001-120000000	11	119500001	120000000	1.293	1
11:120000001-120500000	11	120000001	120500000	1.367	1.04
11:120500001-121000000	11	120500001	121000000	1.272	1.073
11:121000001-121500000	11	121000001	121500000	1.183	1.078
11:121500001-122000000	11	121500001	122000000	1.266	1.08
11:122000001-122500000	11	122000001	122500000	1.261	1.066
11:122500001-123000000	11	122500001	123000000	1.306	1.007
11:123500001-124000000	11	123500001	124000000	1.206	1.023
11:124000001-124500000	11	124000001	124500000	1.291	0.954
11:124500001-125000000	11	124500001	125000000	1.266	1.007
11:125000001-125500000	11	125000001	125500000	1.197	0.988
11:125500001-126000000	11	125500001	126000000	1.28	0.98
11:126000001-126500000	11	126000001	126500000	1.215	1.004
11:126500001-127000000	11	126500001	127000000	1.215	0.998
11:127000001-127500000	11	127000001	127500000	1.232	0.998
11:127500001-128000000	11	127500001	128000000	1.376	1.046
11:128000001-128500000	11	128000001	128500000	1.267	1.014
11:128500001-129000000	11	128500001	129000000	1.269	0.97
11:129000001-129500000	11	129000001	129500000	1.188	0.988
11:129500001-130000000	11	129500001	130000000	1.218	0.95
11:130000001-130500000	11	130000001	130500000	1.228	1.058
11:130500001-131000000	11	130500001	131000000	1.239	1.006
11:131000001-131500000	11	131000001	131500000	1.274	1.043
11:131500001-132000000	11	131500001	132000000	1.286	1.013
11:132000001-132500000	11	132000001	132500000	1.301	1.056
11:132500001-133000000	11	132500001	133000000	1.263	1.011
11:133000001-133500000	11	133000001	133500000	1.235	0.937
11:133500001-134000000	11	133500001	134000000	1.349	1.014
11:134000001-134500000	11	134000001	134500000	1.25	0.972
11:134500001-135000000	11	134500001	135000000	1.328	1.019
11:135000001-135086622	11	135000001	135086622	1.232	1.054
12:500001-1000000	12	500001	1000000	1.176	0.944
12:1000001-1500000	12	1000001	1500000	1.091	0.975
12:1500001-2000000	12	1500001	2000000	1.006	0.964
12:2000001-2500000	12	2000001	2500000	1.095	1.02
12:3000001-3500000	12	3000001	3500000	1.055	1.003
12:4000001-4500000	12	4000001	4500000	1.413	1.031
12:4500001-5000000	12	4500001	5000000	1.414	1.015
12:5000001-5500000	12	5000001	5500000	1.417	1.064
12:5500001-6000000	12	5500001	6000000	1.369	0.969
12:6000001-6500000	12	6000001	6500000	1.255	0.969
12:6500001-7000000	12	6500001	7000000	1.11	0.973
12:7000001-7500000	12	7000001	7500000	1.1	1.08
12:8500001-9000000	12	8500001	9000000	0.879	1.02
12:9500001-10000000	12	9500001	10000000	0.967	0.902
12:10000001-10500000	12	10000001	10500000	0.924	0.948
12:10500001-11000000	12	10500001	11000000	1.034	1.043
12:11000001-11500000	12	11000001	11500000	0.87	0.957
12:11500001-12000000	12	11500001	12000000	0.965	1.05
12:12000001-12500000	12	12000001	12500000	1.004	0.956
12:12500001-13000000	12	12500001	13000000	0.943	0.976
12:13000001-13500000	12	13000001	13500000	1.05	1.024
12:13500001-14000000	12	13500001	14000000	1.064	1.042
12:14000001-14500000	12	14000001	14500000	1.016	0.916
12:14500001-15000000	12	14500001	15000000	0.86	0.945
12:15000001-15500000	12	15000001	15500000	1.063	1.072
12:15500001-16000000	12	15500001	16000000	1.081	1.01
12:16000001-16500000	12	16000001	16500000	1.162	0.993
12:16500001-17000000	12	16500001	17000000	1.08	1.005
12:17000001-17500000	12	17000001	17500000	1.05	0.954
12:17500001-18000000	12	17500001	18000000	1.195	0.976
12:18000001-18500000	12	18000001	18500000	1.149	0.997
12:18500001-19000000	12	18500001	19000000	1.209	0.995
12:20000001-20500000	12	20000001	20500000	1.076	0.963
12:21500001-22000000	12	21500001	22000000	1.113	1.047
12:22500001-23000000	12	22500001	23000000	1.118	0.977
12:23000001-23500000	12	23000001	23500000	1.24	1.043
12:23500001-24000000	12	23500001	24000000	1.27	1.103
12:24000001-24500000	12	24000001	24500000	1.121	0.95
12:24500001-25000000	12	24500001	25000000	1.113	1.016
12:25000001-25500000	12	25000001	25500000	1.002	0.96
12:25500001-26000000	12	25500001	26000000	1.246	0.987
12:26000001-26500000	12	26000001	26500000	0.938	0.957
12:26500001-27000000	12	26500001	27000000	1.059	0.946
12:27000001-27500000	12	27000001	27500000	0.972	1.019
12:28000001-28500000	12	28000001	28500000	1.005	0.936
12:28500001-29000000	12	28500001	29000000	0.937	1.116
12:29000001-29500000	12	29000001	29500000	0.993	0.973
12:29500001-30000000	12	29500001	30000000	0.93	1.029
12:30000001-30500000	12	30000001	30500000	1.091	0.999
12:30500001-31000000	12	30500001	31000000	1.014	0.992
12:31500001-32000000	12	31500001	32000000	1.034	0.931
12:32000001-32500000	12	32000001	32500000	1.16	0.999
12:32500001-33000000	12	32500001	33000000	1.043	0.951
12:33000001-33500000	12	33000001	33500000	1.179	0.989
12:33500001-34000000	12	33500001	34000000	1.184	0.917
12:38500001-39000000	12	38500001	39000000	1.174	1.011
12:39000001-39500000	12	39000001	39500000	1.229	0.995
12:39500001-40000000	12	39500001	40000000	1.142	1.061
12:40500001-41000000	12	40500001	41000000	1.148	0.978
12:42000001-42500000	12	42000001	42500000	1.083	1.026
12:42500001-43000000	12	42500001	43000000	1.193	0.993
12:43000001-43500000	12	43000001	43500000	1.087	1.025
12:43500001-44000000	12	43500001	44000000	1.146	1.003
12:44000001-44500000	12	44000001	44500000	1.181	0.964
12:44500001-45000000	12	44500001	45000000	1.22	1.078
12:45000001-45500000	12	45000001	45500000	1.088	0.993
12:45500001-46000000	12	45500001	46000000	0.941	0.957
12:46000001-46500000	12	46000001	46500000	1.068	1.055
